user_id,track_id,weight
china_u000,china_opencpop_0043,1.155727878308496
china_u000,china_opencpop_0016,1.749017294086756
china_u000,china_opencpop_0026,1.5503976530033736
china_u000,china_opencpop_0017,0.9685499620730615
china_u000,china_opencpop_0003,1.7483897020928016
china_u000,china_opencpop_0046,1.7071465362452027
china_u000,china_opencpop_0038,1.0812175685452616
china_u000,china_opencpop_0010,0.9324921558953662
china_u000,china_opencpop_0012,1.5237432559624633
china_u000,china_opencpop_0014,0.7096287254139647
china_u000,china_opencpop_0018,0.7998623037126624
china_u000,china_opencpop_0030,0.5110434046265082
china_u000,china_opencpop_0008,1.6803865662532076
china_u000,china_opencpop_0031,1.497276284888048
china_u000,china_opencpop_0041,1.5577480679395026
china_u000,china_opencpop_0039,1.6710935465329517
china_u000,china_opencpop_0028,1.18837366330751
china_u000,china_opencpop_0042,1.3531117939293407
china_u000,china_opencpop_0011,0.7096954971914862
china_u000,china_opencpop_0019,0.6717951103039601
china_u000,china_opencpop_0015,1.5026044426857075
china_u000,china_opencpop_0045,1.2066443092146988
china_u000,china_opencpop_0027,1.3478541597217832
china_u000,china_opencpop_0006,1.6474982861240384
china_u000,china_opencpop_0036,1.4520774800008862
china_u000,china_opencpop_0007,1.3303691009869938
china_u000,china_opencpop_0048,1.3388107411181203
china_u000,china_opencpop_0047,0.9559251470939183
china_u000,china_opencpop_0020,0.546226751851909
china_u000,china_opencpop_0001,1.1550760838485434
china_u000,china_opencpop_0033,0.8218770092292937
china_u000,china_opencpop_0022,1.1127929655869542
china_u000,china_opencpop_0032,1.7801046099022493
china_u000,china_opencpop_0049,0.8509092287980111
china_u000,china_opencpop_0013,0.587454112533599
china_u000,china_opencpop_0002,0.9220758380329948
china_u000,china_opencpop_0005,0.9403906366500254
china_u000,china_opencpop_0023,1.4928747720903426
china_u000,china_opencpop_0037,1.3355482285119176
china_u000,china_opencpop_0009,1.6758473136596201
china_u001,china_jingju_0013,1.440963261053665
china_u001,china_jingju_0071,1.3761469533691033
china_u001,china_jingju_0041,1.47476990233223
china_u001,china_jingju_0000,0.6266664817098336
china_u001,china_jingju_0002,1.1237111032559144
china_u001,china_jingju_0011,0.5624212607928387
china_u001,china_jingju_0044,1.2409862288667783
china_u001,china_jingju_0035,0.994791818499178
china_u001,china_jingju_0016,0.7167862832990703
china_u001,china_jingju_0060,0.6551044515838275
china_u001,china_jingju_0077,1.3814668582665681
china_u001,china_jingju_0038,0.7558894528053292
china_u001,china_jingju_0033,1.887680177565196
china_u001,china_jingju_0027,1.3715917095505925
china_u001,china_jingju_0008,1.0203047068022557
china_u001,china_jingju_0052,1.3863732372221251
china_u001,china_jingju_0030,0.5342058065445463
china_u001,china_jingju_0063,1.937838819862168
china_u001,china_jingju_0074,1.2234551554143502
china_u001,china_jingju_0057,1.6741028408754293
china_u001,china_jingju_0080,0.6240949998836578
china_u001,china_jingju_0019,1.2299874962572406
china_u001,china_jingju_0068,1.2360604915317814
china_u001,china_jingju_0022,1.9067396824624743
china_u001,china_jingju_0005,1.3575920785641131
china_u001,china_jingju_0066,1.2102341015854308
china_u001,china_jingju_0024,0.9004634946378404
china_u001,china_jingju_0046,0.9973534960138283
china_u001,china_jingju_0049,1.2810086037073067
china_u001,china_jingju_0055,1.15836719045757
china_u001,china_opencpop_0011,0.5324181198204956
china_u001,china_opencpop_0026,1.7394378862915367
china_u001,china_ctis_0062,1.84424115775965
china_u001,china_opencpop_0015,0.7103736334979162
china_u001,china_ctis_0049,1.331054215308574
china_u001,china_opencpop_0001,0.6628636117031653
china_u001,china_opencpop_0030,1.5083601395597175
china_u001,china_ctis_0034,0.9218506757585125
china_u001,china_ctis_0022,1.4891339520378526
china_u001,china_ctis_0013,1.590491921430324
china_u002,china_jingju_0030,0.7946519985718599
china_u002,china_jingju_0022,0.9654855093501422
china_u002,china_jingju_0024,1.6661072573617663
china_u002,china_jingju_0066,1.957739639091451
china_u002,china_jingju_0055,1.2511117793035136
china_u002,china_jingju_0068,0.7158462538268762
china_u002,china_jingju_0077,0.5209044315623024
china_u002,china_jingju_0005,0.8444840449982829
china_u002,china_jingju_0033,0.6977333266797816
china_u002,china_jingju_0000,1.5164880104192862
china_u002,china_jingju_0044,0.6827487569427967
china_u002,china_jingju_0080,1.2594948974309494
china_u002,china_jingju_0016,1.5413936534643298
china_u002,china_jingju_0052,1.3716749138313535
china_u002,china_jingju_0035,0.7996634774900864
china_u002,china_jingju_0057,1.706186789273394
china_u002,china_jingju_0046,1.5731106944237025
china_u002,china_jingju_0041,1.6084760058733125
china_u002,china_jingju_0074,0.6965866273359699
china_u002,china_jingju_0071,0.6856307054755169
china_u002,china_jingju_0049,1.8913438265097615
china_u002,china_jingju_0008,1.096367290737411
china_u002,china_jingju_0060,0.9514230376714097
china_u002,china_jingju_0063,1.2328760680272999
china_u002,china_jingju_0027,1.4942963191453735
china_u002,china_jingju_0019,1.9334348855704548
china_u002,china_jingju_0002,0.9296693403230825
china_u002,china_jingju_0038,1.8872126439680406
china_u002,china_jingju_0011,0.5372892370793845
china_u002,china_jingju_0013,1.332797063490237
china_u002,china_opencpop_0014,1.4509626675216276
china_u002,china_opencpop_0038,0.6588461056261299
china_u002,china_ctis_0000,0.710509395595869
china_u002,china_ctis_0028,1.1286714789744559
china_u002,china_ctis_0026,1.9493478682147725
china_u002,china_ctis_0003,1.3940638298515593
china_u002,china_opencpop_0040,1.8995348324003167
china_u002,china_ctis_0040,1.706541373419456
china_u002,china_ctis_0007,1.2010724023329373
china_u002,china_ctis_0013,1.6771451738782812
china_u003,china_jingju_0035,1.2567893555333451
china_u003,china_jingju_0052,1.8125074133519128
china_u003,china_jingju_0080,1.7766974402333089
china_u003,china_jingju_0011,0.5652125930191879
china_u003,china_jingju_0000,0.7722476143947861
china_u003,china_jingju_0033,0.855117306656594
china_u003,china_jingju_0071,0.8740813637483178
china_u003,china_jingju_0074,1.356848977614159
china_u003,china_jingju_0060,1.1243936385547884
china_u003,china_jingju_0024,0.573881179891391
china_u003,china_jingju_0030,1.0604212076893573
china_u003,china_jingju_0008,1.2856294230764558
china_u003,china_jingju_0044,0.652507854355574
china_u003,china_jingju_0038,1.7501878306828396
china_u003,china_jingju_0063,0.5779427996976564
china_u003,china_jingju_0013,1.887262803527093
china_u003,china_jingju_0027,0.6486697123698133
china_u003,china_jingju_0022,1.765362427396629
china_u003,china_jingju_0002,1.8539797158914255
china_u003,china_jingju_0046,1.969356020879889
china_u003,china_jingju_0005,1.7030388204103903
china_u003,china_jingju_0057,1.6692163111569933
china_u003,china_jingju_0066,1.4637249139933215
china_u003,china_jingju_0055,1.6684945318671935
china_u003,china_jingju_0049,0.7018283126197207
china_u003,china_jingju_0068,1.304102053921456
china_u003,china_jingju_0016,1.2713343052856216
china_u003,china_jingju_0077,1.7863582161838363
china_u003,china_jingju_0019,1.1941990483902738
china_u003,china_jingju_0041,1.0776342441505302
china_u003,china_ctis_0006,1.4593449068556652
china_u003,china_opencpop_0030,0.8996949762512692
china_u003,china_ctis_0012,0.7096526164309354
china_u003,china_ctis_0048,1.2168159110356187
china_u003,china_opencpop_0013,1.1253340528923275
china_u003,china_ctis_0022,0.8488549107933105
china_u003,china_ctis_0019,1.051267715172692
china_u003,china_ctis_0002,1.049588674739371
china_u003,china_ctis_0058,0.9912433466188182
china_u003,china_ctis_0016,1.0691961195903934
china_u004,china_opencpop_0028,1.6988670747681
china_u004,china_opencpop_0005,1.2382298233631437
china_u004,china_opencpop_0024,1.3993901622839184
china_u004,china_opencpop_0019,1.8968543535351527
china_u004,china_opencpop_0015,0.6796003827516842
china_u004,china_opencpop_0038,0.6756553488501658
china_u004,china_opencpop_0047,0.6315635178661526
china_u004,china_opencpop_0045,1.4867949275607917
china_u004,china_opencpop_0001,1.1279124511855692
china_u004,china_opencpop_0033,1.6614821242127649
china_u004,china_opencpop_0025,1.506847119962889
china_u004,china_opencpop_0027,1.0004566374923574
china_u004,china_opencpop_0003,1.8475498210423036
china_u004,china_opencpop_0009,1.6437982206059785
china_u004,china_opencpop_0017,0.9058024113652636
china_u004,china_opencpop_0004,1.046288026658081
china_u004,china_opencpop_0007,0.9716599703063944
china_u004,china_opencpop_0006,0.7364174729374995
china_u004,china_opencpop_0023,0.7216750588132874
china_u004,china_opencpop_0037,1.9041911950636161
china_u004,china_opencpop_0002,1.15685605579813
china_u004,china_opencpop_0044,1.0749797341661147
china_u004,china_opencpop_0031,1.5945285630160668
china_u004,china_opencpop_0046,1.32948959787935
china_u004,china_opencpop_0049,1.9042099802576933
china_u004,china_opencpop_0030,1.6704522408640883
china_u004,china_opencpop_0012,1.2190543461868106
china_u004,china_opencpop_0026,1.0645392102212394
china_u004,china_opencpop_0021,1.979947317386483
china_u004,china_opencpop_0034,1.5766403540054652
china_u004,china_opencpop_0010,1.9267919900057617
china_u004,china_opencpop_0040,0.677717865825562
china_u004,china_opencpop_0041,1.7758005187861738
china_u004,china_opencpop_0014,1.4556108259868115
china_u004,china_opencpop_0035,0.6828825175026689
china_u004,china_opencpop_0043,1.382386999953831
china_u004,china_opencpop_0016,1.529144547658173
china_u004,china_opencpop_0011,0.5184540288329043
china_u004,china_opencpop_0020,1.18147694276262
china_u004,china_opencpop_0039,1.7380992667944817
china_u005,china_ctis_0015,1.2567964852894797
china_u005,china_ctis_0043,1.6177821924932667
china_u005,china_ctis_0033,1.445017766864598
china_u005,china_ctis_0002,1.7766966496429024
china_u005,china_ctis_0012,0.7328194886616364
china_u005,china_ctis_0054,1.6019316379027424
china_u005,china_ctis_0009,0.7895622363033561
china_u005,china_ctis_0059,0.9061381269767004
china_u005,china_ctis_0062,1.564857045921956
china_u005,china_ctis_0038,1.9703071773480227
china_u005,china_ctis_0032,1.4173154089656044
china_u005,china_ctis_0025,0.5817504724869433
china_u005,china_ctis_0029,1.424463454891299
china_u005,china_ctis_0050,0.5635258273702506
china_u005,china_ctis_0039,1.8262185670502258
china_u005,china_ctis_0004,1.564367427650931
china_u005,china_ctis_0020,0.7596917696337548
china_u005,china_ctis_0052,0.637581508736297
china_u005,china_ctis_0053,0.7752998433204785
china_u005,china_ctis_0036,1.9700407693312887
china_u005,china_ctis_0031,1.1878409636877347
china_u005,china_ctis_0000,1.676121422512112
china_u005,china_ctis_0034,1.4546125131616652
china_u005,china_ctis_0035,1.358619724937956
china_u005,china_ctis_0049,0.7176953819975745
china_u005,china_ctis_0001,1.9190366803371426
china_u005,china_ctis_0058,0.9520139487720769
china_u005,china_ctis_0063,1.3670258237113133
china_u005,china_ctis_0013,1.549663916883599
china_u005,china_ctis_0060,1.4738497328679634
china_u005,china_ctis_0014,1.9108916145432777
china_u005,china_ctis_0026,0.722658484880087
china_u005,china_ctis_0055,1.262529107670413
china_u005,china_ctis_0005,1.1060515861111488
china_u005,china_ctis_0028,1.2112530942239272
china_u005,china_ctis_0057,0.6788262892966169
china_u005,china_ctis_0007,0.701141914809148
china_u005,china_ctis_0017,0.9171133186718861
china_u005,china_ctis_0064,0.957056905641247
china_u005,china_ctis_0056,1.141854820522025
china_u006,china_jingju_0038,0.9708400547029838
china_u006,china_jingju_0000,1.6140388500876286
china_u006,china_jingju_0013,0.5220242653401062
china_u006,china_jingju_0066,1.7407601367810297
china_u006,china_jingju_0005,1.7848220353618371
china_u006,china_jingju_0057,1.0583923597873222
china_u006,china_jingju_0008,0.7304193485909523
china_u006,china_jingju_0035,1.4012606119176212
china_u006,china_jingju_0063,0.6795088337973415
china_u006,china_jingju_0002,1.0473790416173787
china_u006,china_jingju_0060,1.9376437713514587
china_u006,china_jingju_0044,1.9931967088754556
china_u006,china_jingju_0074,1.6581573370318785
china_u006,china_jingju_0077,0.9664422648811493
china_u006,china_jingju_0019,1.5314975737491388
china_u006,china_jingju_0041,1.558109548226019
china_u006,china_jingju_0068,1.0817625427454747
china_u006,china_jingju_0055,1.461332951879239
china_u006,china_jingju_0030,0.5160914674635144
china_u006,china_jingju_0027,0.8135864879033622
china_u006,china_jingju_0024,1.2876324544508917
china_u006,china_jingju_0011,0.7456269563874438
china_u006,china_jingju_0033,0.7488603018148005
china_u006,china_jingju_0071,1.754456435825357
china_u006,china_jingju_0052,1.9836995040254082
china_u006,china_jingju_0016,1.3339541420426726
china_u006,china_jingju_0022,1.75860459632257
china_u006,china_jingju_0080,1.9854824964894089
china_u006,china_jingju_0049,0.712393832853162
china_u006,china_jingju_0046,1.1723684198815265
china_u006,china_ctis_0054,1.0888590737628798
china_u006,china_ctis_0012,0.6200739254692775
china_u006,china_ctis_0041,1.6329952591921166
china_u006,china_ctis_0004,1.1506685409838895
china_u006,china_opencpop_0025,1.203990401285602
china_u006,china_ctis_0055,0.7260094607198603
china_u006,china_opencpop_0034,0.7713899783463022
china_u006,china_ctis_0033,1.8606554332343226
china_u006,china_ctis_0006,0.5669736334614184
china_u006,china_ctis_0008,0.8492784274155594
china_u007,china_opencpop_0005,1.554550198548339
china_u007,china_opencpop_0017,1.4506546596038945
china_u007,china_opencpop_0002,1.9727089213138032
china_u007,china_opencpop_0027,1.430536564487066
china_u007,china_opencpop_0026,1.2162588104415992
china_u007,china_opencpop_0030,1.6421488447760115
china_u007,china_opencpop_0031,1.8549918079460797
china_u007,china_opencpop_0033,1.5810439200775273
china_u007,china_opencpop_0024,1.9448168353240693
china_u007,china_opencpop_0021,1.6730077561072658
china_u007,china_opencpop_0019,1.8002021573928897
china_u007,china_opencpop_0043,0.6711561067754558
china_u007,china_opencpop_0000,1.5986202544906816
china_u007,china_opencpop_0028,1.1601330492910529
china_u007,china_opencpop_0037,1.3296557036169128
china_u007,china_opencpop_0042,1.481153614223535
china_u007,china_opencpop_0011,1.9547226750583542
china_u007,china_opencpop_0016,1.976867122147437
china_u007,china_opencpop_0045,0.9323423682318579
china_u007,china_opencpop_0013,1.6006302461568742
china_u007,china_opencpop_0001,1.624975306902903
china_u007,china_opencpop_0044,1.0197392919695731
china_u007,china_opencpop_0038,0.6858046622963315
china_u007,china_opencpop_0047,0.5614204404285796
china_u007,china_opencpop_0012,1.666014691293768
china_u007,china_opencpop_0020,1.2345496127253588
china_u007,china_opencpop_0003,1.9783102542423894
china_u007,china_opencpop_0006,1.1974601842904795
china_u007,china_opencpop_0015,1.9668754686107603
china_u007,china_opencpop_0041,1.1173640032910899
china_u007,china_opencpop_0036,1.690523225839959
china_u007,china_opencpop_0014,0.627228908467748
china_u007,china_opencpop_0029,1.3331925652066459
